code,month,december,Yreli,Yprev,Eprev,Ereli,board,easting,northing,dispensing,perc_white,price_med,pm10,pm25,urban
84740,Mar-16,0,56,16,11.66359434,49.1961145,HIGHLAND,186.225,668.672,N,99.3150685,96275,10.03952846,4.586841059,rural
84773,Mar-16,0,31,4,7.881984163,33.24558314,HIGHLAND,197.447,672.186,Y,99.2401216,127500,8.767075503,3.527232636,rural
84805,Mar-16,0,19,8,4.833840743,20.3887563,HIGHLAND,102.004,744.151,Y,99.0566038,164000,8.064428708,2.870243448,rural
84810,Mar-16,0,37,11,8.406660607,35.45862671,HIGHLAND,168.011,640.264,Y,99.5726496,105000,8.523556762,3.270865009,rural
85009,Mar-16,0,31,7,7.152153079,30.1672136,HIGHLAND,229.583,703.571,Y,98.7938596,139750,9.179561557,3.90956804,rural
85032,Mar-16,0,82,18,17.24218106,72.72615017,GREATER GLASGOW AND CLYDE,239.362,675.575,N,97.3865199,91125,9.536887535,3.849218795,urban
85047,Mar-16,0,188,51,36.53381608,154.0967343,GREATER GLASGOW AND CLYDE,239.362,675.575,N,97.3865199,91125,9.536887535,3.849218795,urban
85066,Mar-16,0,131,20,38.56855485,162.6791009,GREATER GLASGOW AND CLYDE,239.362,675.575,N,97.3865199,91125,9.536887535,3.849218795,urban
85071,Mar-16,0,86,22,21.81219708,92.00211477,GREATER GLASGOW AND CLYDE,239.362,675.575,N,97.3865199,91125,9.536887535,3.849218795,urban
85085,Mar-16,0,70,14,13.61011013,57.40636351,GREATER GLASGOW AND CLYDE,239.362,675.575,N,97.3865199,91125,9.536887535,3.849218795,urban
85090,Mar-16,0,107,25,24.9023936,105.0363182,GREATER GLASGOW AND CLYDE,239.362,675.575,N,97.3865199,91125,9.536887535,3.849218795,urban
85117,Mar-16,0,50,16,13.34226393,56.2766095,HIGHLAND,223.752,691.517,N,99.7933884,130000,8.760157542,3.516702412,rural
85141,Mar-16,0,219,96,67.98356076,286.7492594,HIGHLAND,229.857,682.407,N,96.4240102,86200,9.503429501,4.008602379,urban
85155,Mar-16,0,242,87,57.30701355,241.7164313,HIGHLAND,229.857,682.407,N,96.4240102,86200,9.503429501,4.008602379,urban
85193,Mar-16,0,66,29,16.41286593,69.22816483,HIGHLAND,224.292,680.596,N,99.6233522,101000,9.169672791,3.845835333,rural
85225,Mar-16,0,154,54,32.25855751,136.0640333,GREATER GLASGOW AND CLYDE,238.443,680.799,N,99.611399,81250,9.330815851,3.782102814,urban
85230,Mar-16,0,336,85,53.10848542,224.0073731,GREATER GLASGOW AND CLYDE,239.212,680.134,N,97.9127135,92555,9.663764102,3.944565871,urban
85259,Mar-16,0,152,30,21.77869078,91.86078783,GREATER GLASGOW AND CLYDE,238.808,680.622,N,98.9296636,81250,9.330815851,3.782102814,urban
85403,Mar-16,0,327,113,60.65817072,255.8513461,GREATER GLASGOW AND CLYDE,238.443,680.799,N,99.611399,81250,9.330815851,3.782102814,urban
86001,Mar-16,0,226,73,54.02722635,227.8825494,GREATER GLASGOW AND CLYDE,224.295,677.814,N,97.1078977,101000,9.548535692,3.892205535,urban
86040,Mar-16,0,239,48,38.39364758,161.9413559,GREATER GLASGOW AND CLYDE,227.329,675.998,N,98.4165652,51465,9.779574573,4.095621324,urban
86054,Mar-16,0,235,71,48.89048533,206.2161838,GREATER GLASGOW AND CLYDE,227.329,675.998,N,98.4165652,51465,9.779574573,4.095621324,urban
86162,Mar-16,0,140,20,20.97196585,88.45808617,GREATER GLASGOW AND CLYDE,227.329,675.998,N,98.4165652,51465,9.779574573,4.095621324,urban
86177,Mar-16,0,308,81,59.01797755,248.9331416,GREATER GLASGOW AND CLYDE,227.258,676.324,N,95.7446809,87200,10.30614931,4.344072395,urban
86181,Mar-16,0,170,32,44.77531447,188.8587199,GREATER GLASGOW AND CLYDE,227.164,676.053,N,99.2366412,51465,10.30614931,4.344072395,urban
86196,Mar-16,0,64,21,21.24908507,89.62695301,GREATER GLASGOW AND CLYDE,235.889,669.783,N,98.4220907,183500,9.15788013,3.686681304,smalltown
86209,Mar-16,0,91,28,23.91644034,100.8776457,GREATER GLASGOW AND CLYDE,235.762,669.814,Y,98.4220907,183500,9.15788013,3.686681304,smalltown
86228,Mar-16,0,98,17,17.84783183,75.28073704,GREATER GLASGOW AND CLYDE,227.329,675.998,N,98.4165652,51465,9.779574573,4.095621324,urban
86271,Mar-16,0,142,26,23.54217009,99.29900349,GREATER GLASGOW AND CLYDE,232.31,674.55,N,98.3679525,78250,9.607114839,3.870561047,urban
86285,Mar-16,0,140,34,23.88188101,100.7318772,GREATER GLASGOW AND CLYDE,232.31,674.55,N,98.3679525,78250,9.607114839,3.870561047,urban
86317,Mar-16,0,82,15,12.51674334,52.79462921,GREATER GLASGOW AND CLYDE,232.31,674.55,N,98.3679525,78250,9.607114839,3.870561047,urban
86321,Mar-16,0,172,40,24.58136487,103.6822445,GREATER GLASGOW AND CLYDE,232.31,674.55,N,98.3679525,78250,9.607114839,3.870561047,urban
86336,Mar-16,0,303,93,29.4526517,124.2289455,GREATER GLASGOW AND CLYDE,233.661,673.377,N,99.5375723,65516,9.760908495,3.923533839,urban
86341,Mar-16,0,279,79,34.90416682,147.2230032,GREATER GLASGOW AND CLYDE,227.164,676.053,N,99.2366412,51465,10.30614931,4.344072395,urban
86355,Mar-16,0,374,66,60.48423477,255.117698,GREATER GLASGOW AND CLYDE,227.329,675.998,N,98.4165652,51465,9.779574573,4.095621324,urban
87019,Mar-16,0,207,45,54.60463597,230.3180173,GREATER GLASGOW AND CLYDE,250.32,659.102,N,98.349381,66000,10.26540002,4.294791957,urban
87023,Mar-16,0,81,22,22.30358055,94.0747312,GREATER GLASGOW AND CLYDE,248.06,657.172,N,98.716303,124000,9.636692892,3.951158752,smalltown
87108,Mar-16,0,126,20,21.68666872,91.47264608,GREATER GLASGOW AND CLYDE,250.32,659.102,N,98.349381,66000,10.26540002,4.294791957,urban
87112,Mar-16,0,115,41,48.85162764,206.0522851,GREATER GLASGOW AND CLYDE,243.675,670.735,N,99.2947814,135000,9.659735702,3.987718965,smalltown
87146,Mar-16,0,162,68,68.34047872,288.254711,GREATER GLASGOW AND CLYDE,241.142,667.177,N,97.112462,229995,9.260467435,3.751370967,rural
87165,Mar-16,0,194,49,56.38484573,237.8268007,GREATER GLASGOW AND CLYDE,250.32,659.102,N,98.349381,66000,10.26540002,4.294791957,urban
87184,Mar-16,0,173,47,54.63951303,230.465126,GREATER GLASGOW AND CLYDE,247.311,670.096,N,99.0358127,95000,11.33851045,4.828294441,urban
87235,Mar-16,0,48,13,14.45798037,60.98261281,GREATER GLASGOW AND CLYDE,247.023,670.716,N,99.249732,95000,11.33851045,4.828294441,urban
87240,Mar-16,0,94,16,27.82165893,117.3495475,GREATER GLASGOW AND CLYDE,246.004,671.11,N,99.2405063,90000,9.897853812,4.111514335,urban
87292,Mar-16,0,153,34,43.27736197,182.5404753,GREATER GLASGOW AND CLYDE,242.645,662.945,N,98.2507289,57500,10.00228391,4.029467042,urban
87305,Mar-16,0,150,62,30.30775244,127.8356925,GREATER GLASGOW AND CLYDE,242.581,662.891,N,98.2507289,57500,10.00228391,4.029467042,urban
87324,Mar-16,0,120,24,41.71896014,175.9672602,GREATER GLASGOW AND CLYDE,242.429,663.228,N,97.474275,57500,10.40241056,4.375592423,urban
87339,Mar-16,0,231,51,33.05766613,139.43461,GREATER GLASGOW AND CLYDE,242.63,663.342,N,97.474275,57500,10.40241056,4.375592423,urban
87343,Mar-16,0,81,14,25.86028271,109.0766184,GREATER GLASGOW AND CLYDE,242.581,662.891,N,98.2507289,57500,10.00228391,4.029467042,urban
87409,Mar-16,0,141,46,36.96461858,155.9138251,GREATER GLASGOW AND CLYDE,244.252,664.428,N,98.4076433,59000,10.71376006,4.589731575,urban
87432,Mar-16,0,151,42,31.36156708,132.2805989,GREATER GLASGOW AND CLYDE,235.171,658.777,N,97.9905437,124000,9.127724076,3.669989171,rural
87466,Mar-16,0,157,42,38.22661532,161.2368271,GREATER GLASGOW AND CLYDE,248.332,663.176,N,96.6131907,65000,10.77132524,4.645560496,urban
87471,Mar-16,0,240,44,49.41764456,208.4396996,GREATER GLASGOW AND CLYDE,248.447,663.573,N,85.2622061,65000,10.77132524,4.645560496,urban
87485,Mar-16,0,169,42,21.91503539,92.43587859,GREATER GLASGOW AND CLYDE,246.498,664.498,N,98.5018727,68000,10.13147683,4.237869543,urban
87490,Mar-16,0,266,62,58.1040388,245.0782205,GREATER GLASGOW AND CLYDE,247.349,663.944,N,93.6613056,38500,10.45487748,4.418504377,urban
87502,Mar-16,0,152,18,49.04911604,206.8852755,GREATER GLASGOW AND CLYDE,248.307,663.133,N,96.6131907,65000,10.77132524,4.645560496,urban
87517,Mar-16,0,87,25,17.66184959,74.49627871,GREATER GLASGOW AND CLYDE,247.741,661.595,N,97.0149254,77500,9.928094998,4.110285079,urban
87521,Mar-16,0,74,23,27.79144788,117.2221197,GREATER GLASGOW AND CLYDE,248.58,664.368,N,94.3726236,65000,10.98477708,4.782917646,urban
87541,Mar-16,0,153,44,42.37192462,178.7214125,GREATER GLASGOW AND CLYDE,248.58,664.368,N,94.3726236,65000,10.98477708,4.782917646,urban
87555,Mar-16,0,285,59,57.61581896,243.018948,GREATER GLASGOW AND CLYDE,248.908,664.205,N,94.8436179,65000,10.98477708,4.782917646,urban
87560,Mar-16,0,164,34,35.85274661,151.2240374,GREATER GLASGOW AND CLYDE,248.217,664.559,N,94.3726236,65000,10.98477708,4.782917646,urban
87574,Mar-16,0,153,71,19.74229529,83.27143343,GREATER GLASGOW AND CLYDE,248.045,664.336,N,90.3654485,65000,10.98477708,4.782917646,urban
87606,Mar-16,0,123,36,37.19804615,156.898404,GREATER GLASGOW AND CLYDE,248.58,664.368,N,94.3726236,65000,10.98477708,4.782917646,urban
87625,Mar-16,0,219,51,66.55793595,280.7360872,GREATER GLASGOW AND CLYDE,248.669,663.47,N,92.6640927,65000,10.77132524,4.645560496,urban
87697,Mar-16,0,125,36,42.59462218,179.6607331,GREATER GLASGOW AND CLYDE,250.939,667.85,N,90.3409091,122498,11.01494069,4.748900526,urban
87700,Mar-16,0,230,45,52.27707331,220.5005429,GREATER GLASGOW AND CLYDE,250.939,667.85,N,90.3409091,122498,11.01494069,4.748900526,urban
87714,Mar-16,0,180,58,42.50071193,179.2646271,GREATER GLASGOW AND CLYDE,250.939,667.85,N,90.3409091,122498,11.01494069,4.748900526,urban
87729,Mar-16,0,132,29,32.87574622,138.6672862,GREATER GLASGOW AND CLYDE,242.581,662.891,N,98.2507289,57500,10.00228391,4.029467042,urban
90031,Mar-16,0,221,39,52.84177395,222.8824053,WESTERN ISLES,143.229,933.179,Y,98.56,95000,9.35417244,3.70657822,smalltown
90098,Mar-16,0,38,7,8.987842065,37.91000393,WESTERN ISLES,114.916,900.416,Y,99.1836735,98000,8.58260845,3.144985484,rural
90101,Mar-16,0,11,5,4.3598368,18.38944532,WESTERN ISLES,101.85,886.387,Y,99.1452991,98000,8.348786295,2.969314796,rural
90115,Mar-16,0,23,8,10.45585131,44.10195031,WESTERN ISLES,91.788,868.955,Y,99.3243243,99500,9.635388385,3.999566092,rural
90120,Mar-16,0,74,26,13.30463175,56.11787994,WESTERN ISLES,78.649,851.852,Y,99.1368681,99500,8.187172963,2.882664366,rural
90134,Mar-16,0,40,22,7.343318768,30.97353529,WESTERN ISLES,75.346,821.167,Y,99.8392283,70000,8.308838072,3.011347207,rural
90149,Mar-16,0,21,14,8.115443507,34.23029611,WESTERN ISLES,66.428,798.3,Y,99.688958,70000,8.426663505,3.083351306,rural
90172,Mar-16,0,196,39,41.35200208,174.4194602,WESTERN ISLES,142.429,932.836,N,96.6743119,92750,8.909710845,3.323415583,smalltown
90204,Mar-16,0,223,54,37.52612382,158.2822096,WESTERN ISLES,135.194,926.953,Y,99.2152466,92750,8.445006819,3.036907827,rural
10002,Apr-16,0,141,47,49.84871486,210.2579198,TAYSIDE,334.464,734.231,N,98.2857143,190000,11.21617671,4.178959341,rural
10017,Apr-16,0,161,64,47.40153805,199.9359224,TAYSIDE,286.284,721.318,N,96.3386728,91498,11.18318938,4.650789211,smalltown
10036,Apr-16,0,61,15,32.51703992,137.1542916,TAYSIDE,285.313,748.97,Y,99.1725768,161825,8.651064404,2.967846794,rural
10106,Apr-16,0,128,17,43.79103153,184.7070927,TAYSIDE,345.697,731.077,N,96.996663,160000,10.32837391,3.775642896,urban
10125,Apr-16,0,125,20,29.9836554,126.4686769,TAYSIDE,324.669,748.039,N,98.9888777,124500,10.92847218,4.148409887,rural
10182,Apr-16,0,386,79,63.78545475,269.0419817,TAYSIDE,364.41,740.936,N,97.1393035,81500,9.683533939,3.543197512,urban
10233,Apr-16,0,317,47,40.94288654,172.6938434,TAYSIDE,364.44,741.12,N,97.1393035,81500,11.05272596,4.519381472,urban
10286,Apr-16,0,127,32,28.03553283,118.2516506,TAYSIDE,364.54,741.115,N,97.1393035,81500,11.05272596,4.519381472,urban
10322,Apr-16,0,258,46,45.97940367,193.9374726,TAYSIDE,364.54,741.115,N,97.1393035,81500,11.05272596,4.519381472,urban
10361,Apr-16,0,178,51,64.27046103,271.0876997,TAYSIDE,293.787,712.528,N,99.1745283,235000,10.15951937,3.68213851,smalltown
10407,Apr-16,0,192,33,56.93254812,240.1369658,TAYSIDE,317.448,744.644,N,99.5774648,169995,10.01570684,3.678652225,smalltown
10445,Apr-16,0,106,21,22.64615099,95.51966611,TAYSIDE,317.786,744.931,N,95.8283671,169995,10.01570684,3.678652225,smalltown
10498,Apr-16,0,322,30,60.87588455,256.7696457,TAYSIDE,360.205,760.421,N,99.8412698,81062,11.6946549,4.585984922,smalltown
10553,Apr-16,0,53,10,21.81901,92.03085112,TAYSIDE,313.224,718.184,N,99.2561105,162000,11.38394035,4.355054662,rural
10638,Apr-16,0,372,62,88.98740798,375.3418187,TAYSIDE,354.889,734.496,N,98.9361702,117750,10.80762285,4.013922923,urban
10708,Apr-16,0,51,8,19.29781249,81.39664025,TAYSIDE,277.798,721.722,N,98.4505364,181000,9.581663526,3.405455398,rural
10835,Apr-16,0,101,29,29.03041868,122.4480001,TAYSIDE,286.284,721.318,N,96.3386728,91498,11.18318938,4.650789211,smalltown
11005,Apr-16,0,186,26,31.58829975,133.2369393,TAYSIDE,341.22,731.422,N,86.6580311,66000,10.96086941,4.117174771,urban
11058,Apr-16,0,188,30,43.03173832,181.5044543,TAYSIDE,339.855,730.093,N,81.4070352,110000,11.00843937,4.169033082,urban
11096,Apr-16,0,124,29,29.97297532,126.4236292,TAYSIDE,338.077,731.176,N,95.1079137,1.00E+05,10.62049608,3.931437358,urban
11128,Apr-16,0,194,53,56.2019545,237.05538,TAYSIDE,341.116,731.055,N,92.4608819,66000,10.96086941,4.117174771,urban
11166,Apr-16,0,192,39,52.59659512,221.8482605,TAYSIDE,339.643,731.96,N,92.1625544,74500,10.81912813,4.034124895,urban
11171,Apr-16,0,279,59,68.23105444,287.7931681,TAYSIDE,335.689,730.94,N,91.3368984,67000,10.48313324,3.84095708,urban
11289,Apr-16,0,276,57,45.16147215,190.4875024,TAYSIDE,341.06,730.956,N,91.2371134,125000,10.53639018,3.900041207,urban
11306,Apr-16,0,145,33,63.05195622,265.9481432,TAYSIDE,346.022,730.839,N,97.0954357,160000,9.994777708,3.58785246,urban
11363,Apr-16,0,231,38,65.78040989,277.456544,TAYSIDE,338.998,729.893,N,89.3503727,125000,10.3409872,3.786945521,urban
11382,Apr-16,0,239,47,61.66604242,260.1024688,TAYSIDE,340.976,731.092,N,89.9315738,66000,11.13064357,4.210430303,urban
11414,Apr-16,0,118,21,32.02705898,135.0875909,TAYSIDE,339.053,729.853,N,89.3503727,125000,10.45304242,3.858388506,urban
11486,Apr-16,0,253,36,44.20311553,186.4452303,TAYSIDE,340.907,731.216,N,89.9315738,66000,11.13064357,4.210430303,urban
11645,Apr-16,0,343,60,54.75378487,230.9471155,TAYSIDE,340.907,731.216,N,89.9315738,66000,11.13064357,4.210430303,urban
11650,Apr-16,0,158,23,38.64174948,162.98783,TAYSIDE,341.053,731.442,N,86.6580311,66000,10.96086941,4.117174771,urban
11823,Apr-16,0,232,36,50.37143503,212.462712,TAYSIDE,338.968,733.292,N,98.4195402,88250,10.45163559,3.82923377,urban
11861,Apr-16,0,192,33,52.03462237,219.4779041,TAYSIDE,340.032,731.12,N,87.1277618,74500,11.13064357,4.210430303,urban
11931,Apr-16,0,233,36,48.8465032,206.0306706,TAYSIDE,341.126,731.672,N,86.6580311,66000,10.96086941,4.117174771,urban
12210,Apr-16,0,84,20,21.15204296,89.21763711,TAYSIDE,338.077,731.176,N,95.1079137,1.00E+05,10.62049608,3.931437358,urban
12281,Apr-16,0,179,34,52.18809686,220.1252473,TAYSIDE,339.931,729.929,N,81.4070352,110000,10.45304242,3.858388506,urban
12831,Apr-16,0,248,28,27.75636203,117.0741304,TAYSIDE,337.897,731.426,N,96.8858131,1.00E+05,10.52140994,3.889631121,urban
12901,Apr-16,0,79,16,11.88669587,50.13713903,TAYSIDE,342.622,736.37,N,97.9970326,107500,11.80701432,4.478387553,urban
12991,Apr-16,0,57,12,15.74467338,66.40978172,TAYSIDE,341.168,731.517,N,86.6580311,66000,10.96086941,4.117174771,urban
13049,Apr-16,0,72,21,27.06197991,114.1452817,TAYSIDE,302.62,742.23,N,98.7699877,189750,9.391843256,3.391004294,rural
13091,Apr-16,0,49,7,15.56176852,65.63830357,TAYSIDE,360.032,769.039,N,98.4359726,115000,10.86953825,3.94344068,rural
13142,Apr-16,0,52,24,19.06416705,80.41114235,TAYSIDE,325.134,722.827,N,99.5930824,170995,11.51788775,4.450932779,rural
13195,Apr-16,0,85,20,24.00945189,101.269961,TAYSIDE,345.558,750.391,N,99.2957746,78000,11.30319392,4.49177258,urban
13231,Apr-16,0,285,67,71.94701822,303.4668082,TAYSIDE,345.976,750.649,N,97.747184,78000,11.30319392,4.49177258,urban
13284,Apr-16,0,179,25,40.80104529,172.0955682,TAYSIDE,345.776,750.395,N,98.8713318,78000,11.30319392,4.49177258,urban
13335,Apr-16,0,97,18,23.60447584,99.5618042,TAYSIDE,359.298,749.716,N,98.6784141,187250,11.82711676,4.588810152,rural
13369,Apr-16,0,26,6,11.2504437,47.45347791,TAYSIDE,334.622,730.196,N,94.9799197,67000,11.65311627,4.488210204,urban
13481,Apr-16,0,199,70,65.65547612,276.9295833,TAYSIDE,311.705,703.427,N,98.5347985,135500,11.21422012,4.193066612,smalltown
13496,Apr-16,0,67,24,21.28315874,89.77067305,TAYSIDE,311.705,703.427,N,98.5347985,135500,11.21422012,4.193066612,smalltown
13532,Apr-16,0,201,64,58.83979318,248.181574,TAYSIDE,338.422,753.924,N,98.4280532,118000,11.37990036,4.485535044,smalltown
13571,Apr-16,0,188,39,64.65911059,272.7269926,TAYSIDE,349.512,732.507,N,97.4666667,150000,9.924902912,3.556357283,urban
13621,Apr-16,0,295,65,44.93889714,189.5486987,TAYSIDE,372.172,757.699,N,98.5522234,90000,10.13960755,3.730763225,urban
13660,Apr-16,0,144,25,30.33414172,127.9470003,TAYSIDE,372.172,757.699,N,98.5522234,90000,10.13960755,3.730763225,urban
13706,Apr-16,0,192,36,39.09086198,164.8821509,TAYSIDE,372.172,757.699,N,98.5522234,90000,10.13960755,3.730763225,urban
13848,Apr-16,0,165,11,40.8636143,172.3594794,TAYSIDE,310.871,723.411,N,97.2012917,150788,10.7125167,4.134913373,urban
13891,Apr-16,0,185,45,58.1602624,245.3153672,TAYSIDE,310.935,723.769,N,97.2012917,150788,10.7125167,4.134913373,urban
13941,Apr-16,0,202,58,68.60830223,289.3843693,TAYSIDE,310.871,723.411,N,97.2012917,150788,10.7125167,4.134913373,urban
13975,Apr-16,0,106,18,22.525157,95.00932308,TAYSIDE,311.492,723.831,N,91.4907652,81000,12.71567905,5.74215821,urban
14037,Apr-16,0,268,80,88.48966549,373.2423803,TAYSIDE,310.553,723.562,N,98.6445783,150788,10.7125167,4.134913373,urban
14249,Apr-16,0,225,45,41.03921604,173.1001535,TAYSIDE,310.935,723.769,N,97.2012917,150788,10.7125167,4.134913373,urban
14291,Apr-16,0,221,45,59.28653637,250.0659013,TAYSIDE,311.251,723.444,N,92.3670669,81000,12.71567905,5.74215821,urban
14342,Apr-16,0,172,31,40.73896195,171.8337056,TAYSIDE,311.492,723.831,N,91.4907652,81000,12.71567905,5.74215821,urban
14501,Apr-16,0,106,24,35.24031923,148.6408674,TAYSIDE,293.725,757.977,N,97.8723404,161825,8.852465589,3.026224733,rural
14569,Apr-16,0,72,33,26.71777999,112.6934738,TAYSIDE,311.148,733.151,N,99.1023339,150000,10.62064704,3.977119236,rural
16013,Apr-16,0,79,19,22.16565185,93.49295891,BORDERS,348.887,636.422,N,94.5477076,81748,9.953394034,3.701343124,urban
16032,Apr-16,0,213,63,46.19573767,194.8499522,BORDERS,365.164,620.675,N,98,97750,11.49027265,4.993782103,smalltown
16047,Apr-16,0,43,10,11.84106611,49.94467632,BORDERS,348.333,587.822,Y,99.0885417,85000,11.79193095,5.418774705,rural
16051,Apr-16,0,166,42,47.4540942,200.1576001,BORDERS,357.741,631.702,N,99.1428571,132500,11.52960207,4.688516359,rural
16066,Apr-16,0,263,63,43.76680278,184.6048978,BORDERS,386.941,656.46,N,99.7088792,166500,14.09660873,6.584416934,rural
16085,Apr-16,0,257,64,51.31218972,216.4307406,BORDERS,347.143,628.84,N,99.3103448,105500,10.01854105,3.758788157,smalltown
16121,Apr-16,0,121,35,31.2751052,131.9159096,BORDERS,332.893,636.339,N,99.7169811,191250,9.660761332,3.596885626,smalltown
16136,Apr-16,0,368,169,85.21342773,359.4234697,BORDERS,372.976,634.533,N,98.4679666,131500,11.26697244,4.553810256,smalltown
16141,Apr-16,0,203,38,44.97040632,189.6816019,BORDERS,350.422,614.653,N,99.4212963,62500,10.03581446,3.83606657,urban
16160,Apr-16,0,115,38,40.08446332,169.0730824,BORDERS,324.702,640.483,N,99.0675991,119500,9.388490992,3.409172417,smalltown
16174,Apr-16,0,62,21,24.15864165,101.8992316,BORDERS,315.166,651.933,N,99.1389914,124995,10.69439361,4.213605001,rural
16193,Apr-16,0,93,17,19.82700969,83.62875204,BORDERS,349.516,636.099,N,98.8826816,81748,10.11903875,3.796278791,urban
16206,Apr-16,0,58,16,28.86332742,121.7432225,BORDERS,383.463,639.37,N,98.951049,150000,11.24250689,4.375293666,rural
16211,Apr-16,0,89,37,37.90594517,159.8842659,BORDERS,324.702,640.483,N,99.0675991,119500,9.388490992,3.409172417,smalltown
16230,Apr-16,0,163,46,31.51146945,132.9128752,BORDERS,349.516,636.099,N,98.8826816,81748,10.11903875,3.796278791,urban
16244,Apr-16,0,82,17,11.23566044,47.39112328,BORDERS,349.516,636.099,N,98.8826816,81748,10.11903875,3.796278791,urban
16259,Apr-16,0,134,46,31.74475178,133.8968415,BORDERS,349.516,636.099,N,98.8826816,81748,10.11903875,3.796278791,urban
16475,Apr-16,0,46,20,9.432007148,39.78345697,BORDERS,371.065,646.165,N,98.3154671,180000,12.59362805,5.474564413,rural
16507,Apr-16,0,255,51,44.1385267,186.1727997,BORDERS,394.373,664.204,Y,98.3628922,91000,11.44924802,4.595718178,smalltown
16545,Apr-16,0,308,65,74.50695088,314.2644008,BORDERS,350.254,614.64,N,99.4212963,62500,10.03581446,3.83606657,urban
16550,Apr-16,0,113,20,28.64847311,120.8369841,BORDERS,345.692,644.578,Y,98.5530547,154975,9.774034618,3.6778519,rural
16564,Apr-16,0,77,18,21.6625262,91.37081487,BORDERS,357.303,638.354,N,99.001996,180750,11.82392459,5.142793674,rural
16583,Apr-16,0,97,28,21.06474591,88.8494251,BORDERS,378.681,653.305,N,97.6377953,149995,11.78372791,4.747627333,rural
18057,Apr-16,0,154,37,19.75048351,83.30597066,DUMFRIES AND GALLOWAY,206.334,560.298,N,99.6714129,80000,10.71850114,4.157823661,urban
18095,Apr-16,0,251,51,35.28204552,148.8168656,DUMFRIES AND GALLOWAY,206.334,560.298,N,99.6714129,80000,10.71850114,4.157823661,urban
18112,Apr-16,0,31,10,5.284215068,22.28839944,DUMFRIES AND GALLOWAY,213.537,536.471,Y,99.4117647,120000,10.14574441,3.709316651,rural
18151,Apr-16,0,148,41,27.55754826,116.2355497,DUMFRIES AND GALLOWAY,241.28,565.593,Y,98.3739837,77250,10.13107103,3.940804734,smalltown
18184,Apr-16,0,257,58,47.92338675,202.1370388,DUMFRIES AND GALLOWAY,276.982,563.407,N,98.376184,135000,10.36858323,3.812761173,smalltown
18199,Apr-16,0,155,38,48.12084792,202.9699143,DUMFRIES AND GALLOWAY,268.416,550.808,N,99.4550409,125000,9.595082598,3.482230914,smalltown
18216,Apr-16,0,91,29,26.8995592,113.4602041,DUMFRIES AND GALLOWAY,276.982,563.407,N,98.376184,135000,10.36858323,3.812761173,smalltown
18235,Apr-16,0,37,10,13.29046578,56.05812901,DUMFRIES AND GALLOWAY,263.394,577.486,Y,99.7833153,164000,9.863784259,3.79227173,rural
18240,Apr-16,0,184,33,35.16255845,148.3128786,DUMFRIES AND GALLOWAY,282.991,560.814,N,99.3883792,140000,11.26126104,3.511912511,smalltown
18254,Apr-16,0,80,16,19.61126122,82.7187421,DUMFRIES AND GALLOWAY,296.489,566.147,Y,98.8636364,164000,9.473862609,3.413817763,rural
18273,Apr-16,0,305,51,50.53289803,213.1437501,DUMFRIES AND GALLOWAY,297.398,575.701,N,93.4834123,105000,10.43247186,4.047274678,urban
18288,Apr-16,0,93,16,22.47902796,94.81475444,DUMFRIES AND GALLOWAY,298.864,579.183,N,99.5426829,123950,10.491069,3.940181241,smalltown
18305,Apr-16,0,287,66,62.53313952,263.7598155,DUMFRIES AND GALLOWAY,296.219,576.558,N,98.1751825,106011,10.48472071,4.087965857,urban
18310,Apr-16,0,371,81,79.1931224,334.0303,DUMFRIES AND GALLOWAY,298.757,575.534,N,99.2877493,117000,10.02201646,3.722673847,urban
18324,Apr-16,0,227,24,31.17091883,131.4764597,DUMFRIES AND GALLOWAY,278.051,610.102,N,100,69000,9.917247677,3.691091386,rural
18339,Apr-16,0,161,19,26.96222352,113.7245172,DUMFRIES AND GALLOWAY,287.819,594.837,N,99.3520518,127500,10.66397722,4.060803852,rural
18343,Apr-16,0,103,17,28.32819331,119.4860693,DUMFRIES AND GALLOWAY,286.89,584.338,Y,99.611399,2.00E+05,9.521878392,3.537375372,rural
18358,Apr-16,0,251,51,39.82469639,167.9774061,DUMFRIES AND GALLOWAY,313.511,581.664,N,99.5337995,125000,11.2787639,4.565943712,smalltown
18377,Apr-16,0,140,27,33.58369971,141.6533778,DUMFRIES AND GALLOWAY,308.275,582.475,N,99.0084986,166000,10.5153281,4.270618409,rural
18381,Apr-16,0,70,22,18.51719089,78.10404036,DUMFRIES AND GALLOWAY,308.451,605.175,Y,99.3650794,150000,10.27011591,3.814743966,rural
18396,Apr-16,0,96,32,21.54351572,90.86883813,DUMFRIES AND GALLOWAY,308.357,605.306,Y,99.3650794,150000,10.27011591,3.814743966,rural
18409,Apr-16,0,222,47,43.44162548,183.2333257,DUMFRIES AND GALLOWAY,319.296,566.484,N,97.7272727,82000,10.20016995,3.966171039,smalltown
18413,Apr-16,0,266,64,50.69643077,213.8335182,DUMFRIES AND GALLOWAY,319.296,566.484,N,97.7272727,82000,10.20016995,3.966171039,smalltown
18428,Apr-16,0,201,43,31.9096235,134.5922574,DUMFRIES AND GALLOWAY,331.783,567.089,N,99.8730964,115000,10.98948843,4.492732808,smalltown
18432,Apr-16,0,80,28,15.59777577,65.7901793,DUMFRIES AND GALLOWAY,339.303,576.473,Y,98.8493724,85000,10.22392166,4.090177585,rural
